"      Date","    Time","Temp","SpCond","Turbidity","DateTime"
"23/10/2024","09:00:50",10.45,402,8.3,2024-10-23 09:00:50
"23/10/2024","09:15:51",10.44,401,8.2,2024-10-23 09:15:51
"23/10/2024","09:30:51",10.44,401,8.2,2024-10-23 09:30:51
"23/10/2024","09:45:50",10.43,400,8.1,2024-10-23 09:45:50
"23/10/2024","10:00:50",10.44,399,8.1,2024-10-23 10:00:50
"23/10/2024","10:15:51",10.44,399,7.9,2024-10-23 10:15:51
"23/10/2024","10:30:50",10.44,398,8.1,2024-10-23 10:30:50
"23/10/2024","10:45:51",10.46,397,8.1,2024-10-23 10:45:51
"23/10/2024","11:00:51",10.47,397,7.8,2024-10-23 11:00:51
"23/10/2024","11:15:51",10.47,396,7.6,2024-10-23 11:15:51
"23/10/2024","11:30:51",10.49,395,7.6,2024-10-23 11:30:51
"23/10/2024","11:45:51",10.51,395,7.8,2024-10-23 11:45:51
"23/10/2024","12:00:51",10.53,394,7.9,2024-10-23 12:00:51
"23/10/2024","12:15:50",10.56,394,7.8,2024-10-23 12:15:50
"23/10/2024","12:30:51",10.59,393,8.3,2024-10-23 12:30:51
"23/10/2024","12:45:51",10.63,392,8.1,2024-10-23 12:45:51
"23/10/2024","13:00:50",10.67,391,7.9,2024-10-23 13:00:50
"23/10/2024","13:15:51",10.69,391,7.9,2024-10-23 13:15:51
"23/10/2024","13:30:50",10.7,390,7.8,2024-10-23 13:30:50
"23/10/2024","13:45:50",10.71,389,8,2024-10-23 13:45:50
"23/10/2024","14:00:51",10.72,388,7.8,2024-10-23 14:00:51
"23/10/2024","14:15:51",10.74,388,7.9,2024-10-23 14:15:51
"23/10/2024","14:30:50",10.76,387,7.9,2024-10-23 14:30:50
"23/10/2024","14:45:51",10.78,386,7.5,2024-10-23 14:45:51
"23/10/2024","15:00:51",10.79,385,7.3,2024-10-23 15:00:51
"23/10/2024","15:15:50",10.8,384,7.5,2024-10-23 15:15:50
"23/10/2024","15:30:51",10.81,384,7.3,2024-10-23 15:30:51
"23/10/2024","15:45:51",10.82,383,7.3,2024-10-23 15:45:51
"23/10/2024","16:00:51",10.83,382,7.5,2024-10-23 16:00:51
"23/10/2024","16:15:51",10.84,381,7.6,2024-10-23 16:15:51
"23/10/2024","16:30:51",10.84,381,7.6,2024-10-23 16:30:51
"23/10/2024","16:45:51",10.84,380,7.6,2024-10-23 16:45:51
"23/10/2024","17:00:51",10.84,380,7.3,2024-10-23 17:00:51
"23/10/2024","17:15:51",10.83,379,7.4,2024-10-23 17:15:51
"23/10/2024","17:30:51",10.82,379,7.5,2024-10-23 17:30:51
"23/10/2024","17:45:50",10.81,378,7.4,2024-10-23 17:45:50
"23/10/2024","18:00:51",10.8,378,7.3,2024-10-23 18:00:51
"23/10/2024","18:15:51",10.79,378,7.3,2024-10-23 18:15:51
"23/10/2024","18:30:51",10.78,378,7,2024-10-23 18:30:51
"23/10/2024","18:45:51",10.77,378,7.2,2024-10-23 18:45:51
"23/10/2024","19:00:51",10.76,378,7.2,2024-10-23 19:00:51
"23/10/2024","19:15:50",10.74,378,7.1,2024-10-23 19:15:50
"23/10/2024","19:30:51",10.73,379,6.7,2024-10-23 19:30:51
"23/10/2024","19:45:51",10.72,379,7,2024-10-23 19:45:51
"23/10/2024","20:00:51",10.71,379,7.3,2024-10-23 20:00:51
"23/10/2024","20:15:50",10.7,380,7.3,2024-10-23 20:15:50
"23/10/2024","20:30:51",10.68,380,6.9,2024-10-23 20:30:51
"23/10/2024","20:45:51",10.67,381,7.2,2024-10-23 20:45:51
"23/10/2024","21:00:51",10.66,381,7.2,2024-10-23 21:00:51
"23/10/2024","21:15:50",10.65,382,7.1,2024-10-23 21:15:50
"23/10/2024","21:30:50",10.64,382,7.2,2024-10-23 21:30:50
"23/10/2024","21:45:50",10.64,382,7,2024-10-23 21:45:50
"23/10/2024","22:00:51",10.63,383,6.7,2024-10-23 22:00:51
"23/10/2024","22:15:51",10.63,383,6.7,2024-10-23 22:15:51
"23/10/2024","22:30:51",10.62,383,7.1,2024-10-23 22:30:51
"23/10/2024","22:45:51",10.62,383,7,2024-10-23 22:45:51
"23/10/2024","23:00:51",10.62,383,7,2024-10-23 23:00:51
"23/10/2024","23:15:50",10.61,383,6.8,2024-10-23 23:15:50
"23/10/2024","23:30:50",10.6,383,6.8,2024-10-23 23:30:50
"23/10/2024","23:45:51",10.59,383,6.9,2024-10-23 23:45:51
"24/10/2024","00:00:51",10.59,383,6.8,2024-10-24 00:00:51
"24/10/2024","00:15:51",10.58,383,6.8,2024-10-24 00:15:51
"24/10/2024","00:30:50",10.58,383,6.4,2024-10-24 00:30:50
"24/10/2024","00:45:51",10.58,382,6.9,2024-10-24 00:45:51
"24/10/2024","01:00:51",10.58,382,6.9,2024-10-24 01:00:51
"24/10/2024","01:15:50",10.58,382,6.9,2024-10-24 01:15:50
"24/10/2024","01:30:51",10.58,381,6.5,2024-10-24 01:30:51
"24/10/2024","01:45:51",10.58,381,6.4,2024-10-24 01:45:51
"24/10/2024","02:00:51",10.58,380,6.3,2024-10-24 02:00:51
"24/10/2024","02:15:50",10.58,380,6.7,2024-10-24 02:15:50
"24/10/2024","02:30:51",10.59,380,6.3,2024-10-24 02:30:51
"24/10/2024","02:45:50",10.59,379,6.3,2024-10-24 02:45:50
"24/10/2024","03:00:51",10.6,379,6.6,2024-10-24 03:00:51
"24/10/2024","03:15:51",10.61,379,6.3,2024-10-24 03:15:51
"24/10/2024","03:30:51",10.61,379,6.4,2024-10-24 03:30:51
"24/10/2024","03:45:51",10.62,379,8,2024-10-24 03:45:51
"24/10/2024","04:00:50",10.62,379,6.3,2024-10-24 04:00:50
"24/10/2024","04:15:51",10.63,379,6.2,2024-10-24 04:15:51
"24/10/2024","04:30:51",10.64,380,6.2,2024-10-24 04:30:51
"24/10/2024","04:45:51",10.64,380,6.1,2024-10-24 04:45:51
"24/10/2024","05:00:50",10.65,380,6.2,2024-10-24 05:00:50
"24/10/2024","05:15:51",10.66,381,6.3,2024-10-24 05:15:51
"24/10/2024","05:30:51",10.67,381,6.1,2024-10-24 05:30:51
"24/10/2024","05:45:51",10.66,381,6.3,2024-10-24 05:45:51
"24/10/2024","06:00:51",10.66,382,6.5,2024-10-24 06:00:51
"24/10/2024","06:15:51",10.66,382,6.9,2024-10-24 06:15:51
"24/10/2024","06:30:51",10.67,383,6.4,2024-10-24 06:30:51
"24/10/2024","06:45:51",10.67,383,6.2,2024-10-24 06:45:51
"24/10/2024","07:00:51",10.67,384,6.4,2024-10-24 07:00:51
"24/10/2024","07:15:51",10.67,384,6.5,2024-10-24 07:15:51
"24/10/2024","07:30:51",10.67,385,6.2,2024-10-24 07:30:51
"24/10/2024","07:45:51",10.67,385,6.4,2024-10-24 07:45:51
"24/10/2024","08:00:51",10.67,386,6.5,2024-10-24 08:00:51
"24/10/2024","08:15:51",10.67,386,6.5,2024-10-24 08:15:51
"24/10/2024","08:30:50",10.68,387,6.3,2024-10-24 08:30:50
"24/10/2024","08:45:50",10.68,387,6.3,2024-10-24 08:45:50
"24/10/2024","09:00:51",10.68,387,6.3,2024-10-24 09:00:51
"24/10/2024","09:15:51",10.7,388,6.2,2024-10-24 09:15:51
"24/10/2024","09:30:51",10.71,388,6.2,2024-10-24 09:30:51
"24/10/2024","09:45:50",10.73,389,6.2,2024-10-24 09:45:50
"24/10/2024","10:00:51",10.74,389,5.5,2024-10-24 10:00:51
"24/10/2024","10:15:51",10.75,389,5.9,2024-10-24 10:15:51
"24/10/2024","10:30:50",10.77,390,5.9,2024-10-24 10:30:50
"24/10/2024","10:45:51",10.78,390,6.1,2024-10-24 10:45:51
"24/10/2024","11:00:51",10.81,390,8.6,2024-10-24 11:00:51
"24/10/2024","11:15:51",10.82,390,6.1,2024-10-24 11:15:51
"24/10/2024","11:30:51",10.85,391,5.8,2024-10-24 11:30:51
"24/10/2024","11:45:51",10.87,391,5.7,2024-10-24 11:45:51
"24/10/2024","12:00:51",10.89,391,5.6,2024-10-24 12:00:51
"24/10/2024","12:15:51",10.91,391,5.5,2024-10-24 12:15:51
"24/10/2024","12:30:51",10.94,391,5.9,2024-10-24 12:30:51
"24/10/2024","12:45:50",10.97,391,5.7,2024-10-24 12:45:50
"24/10/2024","13:00:50",11.03,391,5.9,2024-10-24 13:00:50
"24/10/2024","13:15:50",11.06,391,5.5,2024-10-24 13:15:50
"24/10/2024","13:30:51",11.07,391,5.7,2024-10-24 13:30:51
"24/10/2024","13:45:51",11.09,390,5.6,2024-10-24 13:45:51
"24/10/2024","14:00:51",11.09,390,5.4,2024-10-24 14:00:51
"24/10/2024","14:15:51",11.1,390,5.3,2024-10-24 14:15:51
"24/10/2024","14:30:51",11.1,390,5.6,2024-10-24 14:30:51
"24/10/2024","14:45:51",11.12,390,5.3,2024-10-24 14:45:51
"24/10/2024","15:00:51",11.14,390,5.2,2024-10-24 15:00:51
"24/10/2024","15:15:51",11.15,390,5.4,2024-10-24 15:15:51
"24/10/2024","15:30:51",11.16,390,5.4,2024-10-24 15:30:51
"24/10/2024","15:45:50",11.16,390,5.4,2024-10-24 15:45:50
"24/10/2024","16:00:51",11.16,390,5.8,2024-10-24 16:00:51
"24/10/2024","16:15:51",11.15,389,5.3,2024-10-24 16:15:51
"24/10/2024","16:30:51",11.14,389,5.6,2024-10-24 16:30:51
"24/10/2024","16:45:51",11.14,389,5.3,2024-10-24 16:45:51
"24/10/2024","17:00:51",11.14,389,5.2,2024-10-24 17:00:51
"24/10/2024","17:15:51",11.15,388,5.3,2024-10-24 17:15:51
"24/10/2024","17:30:51",11.15,388,5.1,2024-10-24 17:30:51
"24/10/2024","17:45:51",11.15,388,5.3,2024-10-24 17:45:51
"24/10/2024","18:00:51",11.15,388,6.4,2024-10-24 18:00:51
"24/10/2024","18:15:51",11.15,389,5.2,2024-10-24 18:15:51
"24/10/2024","18:30:51",11.15,389,6.3,2024-10-24 18:30:51
"24/10/2024","18:45:50",11.14,389,5.4,2024-10-24 18:45:50
"24/10/2024","19:00:51",11.14,390,5.3,2024-10-24 19:00:51
"24/10/2024","19:15:51",11.14,391,5.3,2024-10-24 19:15:51
"24/10/2024","19:30:50",11.14,392,5.4,2024-10-24 19:30:50
"24/10/2024","19:45:51",11.13,393,7.4,2024-10-24 19:45:51
"24/10/2024","20:00:51",11.13,393,5.4,2024-10-24 20:00:51
"24/10/2024","20:15:50",11.13,394,5.9,2024-10-24 20:15:50
"24/10/2024","20:30:51",11.13,395,5.3,2024-10-24 20:30:51
"24/10/2024","20:45:50",11.13,396,5.3,2024-10-24 20:45:50
"24/10/2024","21:00:50",11.13,397,5.4,2024-10-24 21:00:50
"24/10/2024","21:15:51",11.13,398,5.4,2024-10-24 21:15:51
"24/10/2024","21:30:51",11.13,399,5.6,2024-10-24 21:30:51
"24/10/2024","21:45:51",11.13,400,5.4,2024-10-24 21:45:51
"24/10/2024","22:00:50",11.12,401,6.6,2024-10-24 22:00:50
"24/10/2024","22:15:50",11.12,402,5.9,2024-10-24 22:15:50
"24/10/2024","22:30:51",11.13,402,5.5,2024-10-24 22:30:51
"24/10/2024","22:45:51",11.13,403,5.7,2024-10-24 22:45:51
"24/10/2024","23:00:51",11.13,404,6.4,2024-10-24 23:00:51
"24/10/2024","23:15:51",11.13,404,5.4,2024-10-24 23:15:51
"24/10/2024","23:30:51",11.13,404,5.4,2024-10-24 23:30:51
"24/10/2024","23:45:51",11.13,406,7.4,2024-10-24 23:45:51
"25/10/2024","00:00:51",11.13,406,5.8,2024-10-25 00:00:51
"25/10/2024","00:15:51",11.13,407,6.1,2024-10-25 00:15:51
"25/10/2024","00:30:51",11.13,408,6.4,2024-10-25 00:30:51
"25/10/2024","00:45:50",11.13,408,6.2,2024-10-25 00:45:50
"25/10/2024","01:00:51",11.14,409,7.3,2024-10-25 01:00:51
"25/10/2024","01:15:51",11.14,408,6.7,2024-10-25 01:15:51
"25/10/2024","01:30:51",11.13,408,9.8,2024-10-25 01:30:51
"25/10/2024","01:45:51",11.13,408,6.6,2024-10-25 01:45:51
"25/10/2024","02:00:51",11.13,408,6.5,2024-10-25 02:00:51
"25/10/2024","02:15:50",11.12,408,7.1,2024-10-25 02:15:50
"25/10/2024","02:30:51",11.13,408,12.7,2024-10-25 02:30:51
"25/10/2024","02:45:51",11.13,408,6.8,2024-10-25 02:45:51
"25/10/2024","03:00:51",11.12,406,7.3,2024-10-25 03:00:51
"25/10/2024","03:15:51",11.13,405,7.4,2024-10-25 03:15:51
"25/10/2024","03:30:51",11.13,404,7.4,2024-10-25 03:30:51
"25/10/2024","03:45:50",11.13,403,8.7,2024-10-25 03:45:50
"25/10/2024","04:00:50",11.14,402,7.7,2024-10-25 04:00:50
"25/10/2024","04:15:50",11.14,401,8.1,2024-10-25 04:15:50
"25/10/2024","04:30:50",11.15,400,8.1,2024-10-25 04:30:50
"25/10/2024","04:45:51",11.16,399,9.1,2024-10-25 04:45:51
"25/10/2024","05:00:51",11.17,398,9.8,2024-10-25 05:00:51
"25/10/2024","05:15:51",11.17,397,9.3,2024-10-25 05:15:51
"25/10/2024","05:30:51",11.18,397,9.8,2024-10-25 05:30:51
"25/10/2024","05:45:51",11.19,396,9.1,2024-10-25 05:45:51
"25/10/2024","06:00:51",11.2,395,10.8,2024-10-25 06:00:51
"25/10/2024","06:15:51",11.21,395,11.9,2024-10-25 06:15:51
"25/10/2024","06:30:51",11.21,394,12.5,2024-10-25 06:30:51
"25/10/2024","06:45:51",11.22,393,9.4,2024-10-25 06:45:51
"25/10/2024","07:00:51",11.23,392,10.8,2024-10-25 07:00:51
"25/10/2024","07:15:51",11.24,391,10.3,2024-10-25 07:15:51
"25/10/2024","07:30:51",11.25,390,14.1,2024-10-25 07:30:51
"25/10/2024","07:45:51",11.25,390,9.4,2024-10-25 07:45:51
"25/10/2024","08:00:50",11.26,389,12.6,2024-10-25 08:00:50
"25/10/2024","08:15:50",11.27,388,10.1,2024-10-25 08:15:50
"25/10/2024","08:30:50",11.28,387,9.1,2024-10-25 08:30:50
"25/10/2024","08:45:51",11.28,386,18.4,2024-10-25 08:45:51
"25/10/2024","09:00:51",11.29,386,8.7,2024-10-25 09:00:51
"25/10/2024","09:15:51",11.29,386,13.6,2024-10-25 09:15:51
"25/10/2024","09:30:51",11.3,385,13.1,2024-10-25 09:30:51
"25/10/2024","09:45:51",11.3,385,12,2024-10-25 09:45:51
"25/10/2024","10:00:51",11.31,385,11.4,2024-10-25 10:00:51
"25/10/2024","10:15:51",11.32,385,9.7,2024-10-25 10:15:51
"25/10/2024","10:30:51",11.33,385,7.5,2024-10-25 10:30:51
"25/10/2024","10:45:51",11.35,385,14.3,2024-10-25 10:45:51
"25/10/2024","11:00:51",11.36,385,18.1,2024-10-25 11:00:51
"25/10/2024","11:15:51",11.39,385,7.3,2024-10-25 11:15:51
"25/10/2024","11:30:51",11.4,385,7.3,2024-10-25 11:30:51
"25/10/2024","11:45:50",11.42,385,7.6,2024-10-25 11:45:50
"25/10/2024","12:00:51",11.42,384,12.5,2024-10-25 12:00:51
"25/10/2024","12:15:51",11.43,384,7.3,2024-10-25 12:15:51
"25/10/2024","12:30:51",11.43,383,7.2,2024-10-25 12:30:51
"25/10/2024","12:45:50",11.44,383,7.5,2024-10-25 12:45:50
"25/10/2024","13:00:50",11.45,382,7.2,2024-10-25 13:00:50
"25/10/2024","13:15:50",11.45,381,7.3,2024-10-25 13:15:50
"25/10/2024","13:30:50",11.46,381,7.3,2024-10-25 13:30:50
"25/10/2024","13:45:51",11.47,380,7,2024-10-25 13:45:51
"25/10/2024","14:00:51",11.48,380,7,2024-10-25 14:00:51
"25/10/2024","14:15:51",11.5,379,6.8,2024-10-25 14:15:51
"25/10/2024","14:30:51",11.51,379,6.8,2024-10-25 14:30:51
"25/10/2024","14:45:50",11.53,378,7.6,2024-10-25 14:45:50
"25/10/2024","15:00:51",11.54,378,7.2,2024-10-25 15:00:51
"25/10/2024","15:15:50",11.55,378,7.3,2024-10-25 15:15:50
"25/10/2024","15:30:51",11.57,378,7.2,2024-10-25 15:30:51
"25/10/2024","15:45:51",11.58,378,9.2,2024-10-25 15:45:51
"25/10/2024","16:00:51",11.59,378,11.4,2024-10-25 16:00:51
"25/10/2024","16:15:50",11.6,379,8.9,2024-10-25 16:15:50
"25/10/2024","16:30:50",11.6,379,7.8,2024-10-25 16:30:50
"25/10/2024","16:45:50",11.6,379,6.5,2024-10-25 16:45:50
"25/10/2024","17:00:51",11.6,379,6.7,2024-10-25 17:00:51
"25/10/2024","17:15:51",11.59,380,6.7,2024-10-25 17:15:51
"25/10/2024","17:30:50",11.58,380,6.2,2024-10-25 17:30:50
"25/10/2024","17:45:51",11.57,380,6.6,2024-10-25 17:45:51
"25/10/2024","18:00:50",11.55,381,6.2,2024-10-25 18:00:50
"25/10/2024","18:15:50",11.54,381,6.2,2024-10-25 18:15:50
"25/10/2024","18:30:50",11.52,382,6.8,2024-10-25 18:30:50
"25/10/2024","18:45:51",11.5,382,7.2,2024-10-25 18:45:51
"25/10/2024","19:00:50",11.48,383,6.4,2024-10-25 19:00:50
"25/10/2024","19:15:50",11.46,383,6,2024-10-25 19:15:50
"25/10/2024","19:30:51",11.43,384,6.3,2024-10-25 19:30:51
"25/10/2024","19:45:50",11.42,384,6.3,2024-10-25 19:45:50
"25/10/2024","20:00:51",11.39,385,6.1,2024-10-25 20:00:51
"25/10/2024","20:15:51",11.38,385,5.9,2024-10-25 20:15:51
"25/10/2024","20:30:51",11.36,386,6.2,2024-10-25 20:30:51
"25/10/2024","20:45:50",11.33,387,6.2,2024-10-25 20:45:50
"25/10/2024","21:00:51",11.31,388,6.4,2024-10-25 21:00:51
"25/10/2024","21:15:51",11.29,388,6,2024-10-25 21:15:51
"25/10/2024","21:30:51",11.27,389,6.4,2024-10-25 21:30:51
"25/10/2024","21:45:51",11.25,390,6.3,2024-10-25 21:45:51
"25/10/2024","22:00:51",11.24,391,6.3,2024-10-25 22:00:51
"25/10/2024","22:15:51",11.23,392,6.2,2024-10-25 22:15:51
"25/10/2024","22:30:50",11.21,393,6.4,2024-10-25 22:30:50
"25/10/2024","22:45:50",11.19,395,6.4,2024-10-25 22:45:50
"25/10/2024","23:00:51",11.17,396,6.3,2024-10-25 23:00:51
"25/10/2024","23:15:51",11.16,397,6.2,2024-10-25 23:15:51
"25/10/2024","23:30:50",11.14,398,6.4,2024-10-25 23:30:50
"25/10/2024","23:45:51",11.13,399,6.2,2024-10-25 23:45:51
"26/10/2024","00:00:51",11.11,400,6.1,2024-10-26 00:00:51
"26/10/2024","00:15:51",11.09,401,6.5,2024-10-26 00:15:51
"26/10/2024","00:30:50",11.07,401,6.1,2024-10-26 00:30:50
"26/10/2024","00:45:51",11.06,402,6.1,2024-10-26 00:45:51
"26/10/2024","01:00:50",11.04,403,6.2,2024-10-26 01:00:50
"26/10/2024","01:15:51",11.02,404,6.1,2024-10-26 01:15:51
"26/10/2024","01:30:50",11.01,404,6.4,2024-10-26 01:30:50
"26/10/2024","01:45:51",10.99,405,6.4,2024-10-26 01:45:51
"26/10/2024","02:00:50",10.97,405,6.2,2024-10-26 02:00:50
"26/10/2024","02:15:50",10.96,405,6.5,2024-10-26 02:15:50
"26/10/2024","02:30:51",10.95,406,6.7,2024-10-26 02:30:51
"26/10/2024","02:45:50",10.93,406,6.1,2024-10-26 02:45:50
"26/10/2024","03:00:50",10.92,407,6.4,2024-10-26 03:00:50
"26/10/2024","03:15:50",10.91,407,6.2,2024-10-26 03:15:50
"26/10/2024","03:30:50",10.9,408,6.1,2024-10-26 03:30:50
"26/10/2024","03:45:50",10.88,408,6.3,2024-10-26 03:45:50
"26/10/2024","04:00:51",10.87,409,5.9,2024-10-26 04:00:51
"26/10/2024","04:15:50",10.86,409,6.1,2024-10-26 04:15:50
"26/10/2024","04:30:50",10.85,410,6.4,2024-10-26 04:30:50
"26/10/2024","04:45:50",10.83,410,6,2024-10-26 04:45:50
"26/10/2024","05:00:50",10.82,410,6.1,2024-10-26 05:00:50
"26/10/2024","05:15:50",10.81,411,6.1,2024-10-26 05:15:50
"26/10/2024","05:30:50",10.79,412,6.4,2024-10-26 05:30:50
"26/10/2024","05:45:50",10.78,412,6.1,2024-10-26 05:45:50
"26/10/2024","06:00:50",10.76,413,6.2,2024-10-26 06:00:50
"26/10/2024","06:15:50",10.74,413,6.7,2024-10-26 06:15:50
"26/10/2024","06:30:50",10.72,413,6.1,2024-10-26 06:30:50
"26/10/2024","06:45:50",10.7,414,6.3,2024-10-26 06:45:50
"26/10/2024","07:00:50",10.67,414,6.4,2024-10-26 07:00:50
"26/10/2024","07:15:50",10.65,414,6.2,2024-10-26 07:15:50
"26/10/2024","07:30:50",10.63,415,6.3,2024-10-26 07:30:50
"26/10/2024","07:45:51",10.61,415,6.1,2024-10-26 07:45:51
"26/10/2024","08:00:51",10.6,415,6.5,2024-10-26 08:00:51
"26/10/2024","08:15:51",10.57,415,6.6,2024-10-26 08:15:51
"26/10/2024","08:30:51",10.55,415,6.3,2024-10-26 08:30:51
"26/10/2024","08:45:51",10.54,415,6.4,2024-10-26 08:45:51
"26/10/2024","09:00:51",10.52,415,6.9,2024-10-26 09:00:51
"26/10/2024","09:15:51",10.51,415,6.7,2024-10-26 09:15:51
"26/10/2024","09:30:51",10.5,416,6.3,2024-10-26 09:30:51
"26/10/2024","09:45:50",10.51,416,6.5,2024-10-26 09:45:50
"26/10/2024","10:00:50",10.51,416,6.7,2024-10-26 10:00:50
"26/10/2024","10:15:50",10.52,416,6.2,2024-10-26 10:15:50
"26/10/2024","10:30:51",10.53,416,6.4,2024-10-26 10:30:51
"26/10/2024","10:45:50",10.55,416,6.2,2024-10-26 10:45:50
"26/10/2024","11:00:50",10.57,416,6.2,2024-10-26 11:00:50
"26/10/2024","11:15:51",10.59,416,6.1,2024-10-26 11:15:51
"26/10/2024","11:30:50",10.6,415,6.2,2024-10-26 11:30:50
"26/10/2024","11:45:51",10.61,415,5.9,2024-10-26 11:45:51
"26/10/2024","12:00:51",10.62,415,6.2,2024-10-26 12:00:51
"26/10/2024","12:15:50",10.63,415,6.2,2024-10-26 12:15:50
"26/10/2024","12:30:50",10.64,414,6.2,2024-10-26 12:30:50
"26/10/2024","12:45:50",10.66,414,6,2024-10-26 12:45:50
"26/10/2024","13:00:51",10.67,413,6.2,2024-10-26 13:00:51
"26/10/2024","13:15:51",10.69,413,6.6,2024-10-26 13:15:51
"26/10/2024","13:30:50",10.7,412,6.5,2024-10-26 13:30:50
"26/10/2024","13:45:50",10.71,411,6.2,2024-10-26 13:45:50
"26/10/2024","14:00:50",10.72,410,6.5,2024-10-26 14:00:50
"26/10/2024","14:15:51",10.75,409,6.2,2024-10-26 14:15:51
"26/10/2024","14:30:51",10.76,408,6.5,2024-10-26 14:30:51
"26/10/2024","14:45:51",10.78,407,6.7,2024-10-26 14:45:51
"26/10/2024","15:00:51",10.78,405,6.6,2024-10-26 15:00:51
"26/10/2024","15:15:51",10.79,404,6.8,2024-10-26 15:15:51
"26/10/2024","15:30:51",10.8,404,6.4,2024-10-26 15:30:51
"26/10/2024","15:45:51",10.81,403,6.7,2024-10-26 15:45:51
"26/10/2024","16:00:51",10.82,402,7.2,2024-10-26 16:00:51
